,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Base Level,Base Offset,Column Style,Level,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Volume,Host Id,Structural Material,Phase Created,Phase Demolished,Enable Analytical Model,Rebar Cover - Other Faces,b,h,OmniClass Number,OmniClass Title,Section Shape,Rebar Cover - Bottom Face,Rebar Cover - Top Face,Work Plane,Area,Calculate Coefficient of Utilization,Mark,count,D,Light Source Symbol Size,W,LI,Glass,At a distance,Ballast Loss,Color Filter,Dimming Lamp Color Temperature Shift,Efficacy,Illuminance,Initial Color,Initial Color Temperature,Initial Intensity,Initial Light Intensity Input Method,Lamp Lumen Depreciation,Lamp Tilt Loss,Light Loss Factor,Light Loss Input Method,Luminaire Dirt Depreciation,Luminous Flux,Luminous Intensity,Surface Depreciation Loss,Temperature Color,Temperature Loss,Total Light Loss Factor,Voltage Loss,Wattage,d,w,Elevation from Level,Host,Schedule Level,H,Default Elevation,offset,base,Moves With Nearby Elements,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Height,Lateral Offset,Position,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Desired Stair Height,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Rebar Cover,Maximum Riser Height,Minimum Run Width,Minimum Tread Depth,Construction Method,Function,Landing Type,Run Type,Cut Mark Type,Left Lateral Offset,Left Support,Left Support Type,Middle Support,Middle Support Number,Middle Support Type,Right Lateral Offset,Right Support,Right Support Type,pergola,top,Height Offset From Level,Related to Mass,Core Thickness,Elevation at Bottom,Elevation at Bottom Core,Elevation at Bottom Survey,Elevation at Top,Elevation at Top Core,Elevation at Top Survey,Perimeter,Thickness,Span Direction,Structural,Absorptance,Heat Transfer Coefficient (U),Roughness,Thermal Mass,Thermal Resistance (R),Default Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Display in Hidden Views,Sill Height,Angle data,2D Swing Angle,3D Angle (0°=closed),Head Height,Analytic Construction,Wall Closure,Hdata,Wdata,data,w2,Door distance from edge,Width,Type Mark,Edge,Frame Projection,Frame Width 1,Frame Width 2,gap,Base,Handle,L,L2,r,r2,wdata,Parapet Corner L,Width Left,Width Right,frame,frame 90°,glass,parapet,Parapet Corner,Parapet Straight,Exterior Offset,Parapet Height,Parapet Offset,Thickness of frame,Width of frame,Default Sill Height,1 Frame,1 Frame Corner Left,1 Frame Corner Left Double Glass,1 Frame Double Glass,1 Frame Glass,2 Frame,2 Frame Glass Left,2 Frame Glass Right,2 Frame Left,2 Frame Right,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Rebar Cover - Exterior Face,Rebar Cover - Interior Face,Structural Usage,Wrapping at Ends,Wrapping at Inserts
1256303,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257073,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257118,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257123,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257130,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257139,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,2600,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262274,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,6736,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262359,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,6736,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262366,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,5747,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262412,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,5737,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262451,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,5236,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262686,None,OST_GenericModel,Line Void,Line Void,Line Void,Line Void,Line Void,Line Void,,,,None,,,,,9500,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237521,None,OST_GenericModel,Family1,Family1,Family1,Family1,Family1,Family1,,,,Level 2,,,,,,0.00 m³,None,,Phase 1,None,,,,,,,,,,Level : Level 2,0 m²,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,5,,-1300,window : 1 Frame,Level 2,1050,1219,20,340997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266493,None,OST_GenericModel,Generic Models 1,Generic Models 1,Generic Models 1,Generic Models 1,Generic Models 1,Generic Models 1,,,,None,,,,,,0.35 m³,None,,Phase 1,None,,,,,,,,,,,2 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,340996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273950,None,OST_StairsRailing,1100mm,Rectangular - 50x50mm,1100mm,1100mm,1100mm,Railing,,0,,,,,,,7152,,,,Phase 1,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,1100,2,No,1100,0,0,25mm,6,275,0,1,6,2,0,60,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273121,None,OST_Stairs,Monolithic Stair,Monolithic Stair,Monolithic Stair,Monolithic Stair,Monolithic Stair,Cast-In-Place Stair,Level 1,200,,,,,Level 2,200,,,,,Phase 1,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,17,165,300,17,1,Rebar Cover 1,180,1000,280,1,0,300mm Thickness,150mm Depth,Single Zigzag,0,0,None,No,0,None,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230327,None,OST_Roofs,Roofs 1,Roofs 1,Roofs 1,Roofs 1,Roofs 1,Roofs 1,,,,None,,,,,,156.68 m³,None,302611,Phase 1,None,,,,,,,,,,,182 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255427,321055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260190,None,OST_Floors,200 - PODLAHA,200 - PODLAHA,200 - PODLAHA,200 - PODLAHA,200 - PODLAHA,Floor,,,,Level 1,,Yes,,,,34.23 m³,,1216763,Phase 1,None,Yes,Rebar Cover 1,,,,,,Rebar Cover 1,Rebar Cover 1,,171 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,200,No,200,0,0,0,200,200,200,66760,200,-90.00°,Yes,0.7,0.1250 W/(m²·K),3,0.02 kJ/K,8.0000 (m²·K)/W,200,0,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260374,None,OST_Floors,200 - terasa,200 - terasa,200 - terasa,200 - terasa,200 - terasa,Floor,,,,Level 1,,Yes,,,,10.78 m³,,1255427,Phase 1,None,Yes,Rebar Cover 1,,,,,,Rebar Cover 1,Rebar Cover 1,,53 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,200,No,200,0,0,0,200,200,200,58455,200,90.00°,Yes,0.7,0.1250 W/(m²·K),3,0.02 kJ/K,8.0000 (m²·K)/W,200,0,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234413,None,OST_Floors,200 - STROP,200 - STROP,200 - STROP,200 - STROP,200 - STROP,Floor,,,,Level 2,,Yes,,,,11.73 m³,,None,Phase 1,None,Yes,Rebar Cover 1,,,,,,Rebar Cover 1,Rebar Cover 1,,59 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,200,No,200,2800,2800,2800,3000,3000,3000,38400,200,0.00°,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,200,0,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236513,None,OST_Floors,200 - STROP,200 - STROP,200 - STROP,200 - STROP,200 - STROP,Floor,,,,Level 3,,Yes,,,,13.17 m³,,None,Phase 1,None,Yes,Rebar Cover 1,,,,,,Rebar Cover 1,Rebar Cover 1,,66 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,No,200,6000,6000,6000,6200,6200,6200,32880,200,0.00°,Yes,0.7,0.2100 W/(m²·K),3,1.10 kJ/K,4.7619 (m²·K)/W,200,0,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265211,None,OST_Floors,100 - trava,100 - trava,100 - trava,100 - trava,100 - trava,Floor,,,,Level 1,,Yes,,,,1.01 m³,,None,Phase 1,None,Yes,Rebar Cover 1,,,,,,Rebar Cover 1,Rebar Cover 1,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,100,No,100,0,0,0,100,100,100,21917,100,0.00°,Yes,0.7,0.2500 W/(m²·K),3,0.01 kJ/K,4.0000 (m²·K)/W,100,0,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222754,None,OST_Doors,700,700,700,700,700,door-parametric with opening,,,,Level 1,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,690,100,10,100,700,27,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222842,None,OST_Doors,700,700,700,700,700,door-parametric with opening,,,,Level 1,,,,,,0.04 m³,300,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,5 m²,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,690,100,10,100,700,27,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232705,None,OST_Doors,700,700,700,700,700,door-parametric with opening,,,,Level 2,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,690,100,10,100,700,27,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232782,None,OST_Doors,700,700,700,700,700,door-parametric with opening,,,,Level 2,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,690,100,10,100,700,27,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232858,None,OST_Doors,700,700,700,700,700,door-parametric with opening,,,,Level 2,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,690,100,10,100,700,27,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223131,None,OST_Doors,800,800,800,800,800,door-parametric with opening,,,,Level 1,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,790,100,10,100,800,32,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223175,None,OST_Doors,800,800,800,800,800,door-parametric with opening,,,,Level 1,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,790,100,10,100,800,32,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223211,None,OST_Doors,800,800,800,800,800,door-parametric with opening,,,,Level 1,,,,,,0.04 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,790,100,10,100,800,32,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302158,None,OST_Doors,rucka 2,rucka 2,rucka 2,rucka 2,rucka 2,rucka 2,,,,Level 2,,,,,,0.00 m³,None,,Phase 1,None,,,,,,,,,,,0 m²,,88,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1296,window : 1 Frame,Level 2,,1219,,321055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,250,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222904,None,OST_Doors,600,600,600,600,600,door-parametric with opening,,,,Level 1,,,,,,0.03 m³,200,,Phase 1,None,,,,,23.30.10.00,Doors,,,,,4 m²,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,10.00°,90.00°,10.00°,2390,<None>,0,2180,590,100,10,100,600,47,No,20,30,65,5,635358,311892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223892,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 1,,,,,,0.10 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,24 m²,,277,,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,1800,<None>,0,,,,,,1000,19,,,,,,,,,,,,2630,1115,2680,0,340996,340996,202043,340996,No,Yes,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1224392,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 1,,,,,,0.13 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,29 m²,,278,,,,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,900,<None>,0,,,,,,1000,19,,,,,,,,,,,,1092,1115,1142,0,340996,340996,202043,340996,No,No,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1225310,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 1,,,,,,0.23 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,50 m²,,280,,,,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,900,<None>,0,,,,,,1000,19,,,,,,,,,,,,1990,1115,2040,0,340996,340996,202043,340996,No,No,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1235384,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 2,,,,,,0.07 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,17 m²,,296,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,2200,<None>,0,,,,,,1000,19,,,,,,,,,,,,1180,1115,1230,0,340996,340996,202043,340996,No,No,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1236787,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 1,,,,,,0.10 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,23 m²,,298,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,900,<None>,0,,,,,,1000,19,,,,,,,,,,,,830,1115,880,0,340996,340996,202043,340996,No,No,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1237261,None,OST_Windows,1 Frame,1 Frame,1 Frame,1 Frame,1 Frame,window,,,,Level 1,,,,,,0.13 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,30 m²,,299,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,900,<None>,0,,,,,,1000,19,,,,,,,,,,,,1100,1115,1150,0,340996,340996,340996,340996,No,No,50,20,50,50,50,800,Yes,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
1224910,None,OST_Windows,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,window,,,,Level 1,,,,,,0.48 m³,300 4,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,103 m²,,279,,,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,1700,<None>,0,,,,,,1000,22,,,,,,,,,,,,4250,1115,2150,2150,340996,340996,202043,340996,No,No,50,20,50,50,50,800,No,No,No,No,No,Yes,Yes,No,No,Yes,,,,,,,,,,,,,
1226005,None,OST_Windows,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,2 Frame Right Door,window,,,,Level 1,,,,,,0.29 m³,300,,Phase 1,None,,,,,23.30.20.00,Windows,,,,,62 m²,,282,,,,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,1700,<None>,0,,,,,,1000,22,,,,,,,,,,,,2491,1115,1266,1275,340996,340996,202043,340996,No,No,50,20,50,50,50,800,No,No,No,No,No,Yes,Yes,No,No,Yes,,,,,,,,,,,,,
