,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Phase Created,Phase Demolished,Height,Render Appearance,Elevation from Level,Type Comments,Area,Volume,Depth,Label,Material,Width,Toe Depth,Toe Height,Cabinet Material,Door/Drawer Material,Handle Material,Panel Face Material,Burner Material,Range Material,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Structural Material,Enable Analytical Model,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,b,h,Section Shape,Cross-Section Rotation,End Level Offset,Orientation,Reference Level,Reference Level Elevation,Start Level Offset,Work Plane,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Stick Symbol Location,Structural Usage,Height Offset From Level,Perimeter,Absorptance,Roughness,Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Mark,Bowl/Basin Material,Seat Material,Counter Height,Fixture Material,Sink Material,Length - Leg 1,Length - Leg 2,Sink Location,Sink Location To Wall,Sink Opening Depth,Sink Opening Width,Counter Thickness,Counter Top Material,Angle,Offset,Corner Mullion,Position,Profile,Width on side 1,Width on side 2,Trim Thickness,Trim Width,Frame Material,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Lateral Offset,Down arrow,Down label,Down text,Show Up arrow in all views,Up arrow,Up label,Up text,Maximum Riser Height,Minimum Tread Depth,Extend Below Base,Function,Landing Overlap,Monolithic Stairs,Underside of Winder,Break Symbol in Plan,Text Font,Text Size,Monolithic Material,Riser Material,Stringer Material,Tread Material,Begin with Riser,End with Riser,Riser Thickness,Riser Type,Riser to Tread Connection,Landing Carriage Height,Left Stringer,Middle Stringers,Open Stringer Offset,Right Stringer,Stringer Carriage Height,Stringer Height,Stringer Thickness,Trim Stringers at Top,Apply Nosing Profile,Nosing Length,Nosing Profile,Tread Thickness,Rebar Cover,Diameter,Offset Base,Offset Top,Seat/Back Material,Base Material,Top Material,Cushion Material,Center Width,Mattress Material,Drawer Material,Dresser Material,Knob Material,Tubing Material,Sofa Material,Desk-Body,Handle/Leg Material,Centre Piece,Chair Side Spacing,Leg Spacing Length,Leg Spacing Width,Leg Width,Table Height,Table Top Thickness,Vis - End Chairs,Keynote,Material Chair Covering,Material Chair Structure,Material Table,Extrusion End,Extrusion Start,Level Offset,Related to Mass,Fascia Depth,Rafter Cut,Slope,Default Thickness,Span Direction,Structural,Display in Hidden Views,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Type Mark,Door Material,Rail Width - Base,Rail Width - Top,Stile Width - Hinge,Stile Width - Latch,Trim Projection,Default Sill Height,Window Inset,Frame Exterior Material,Frame Interior Material,Glass Pane Material,Sash,Trim Projection - Ext.,Trim Projection - Int.,Trim Width - Exterior,Trim Width - Interior,Sash Material,Trim Exterior Material,Trim Interior Material,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Wrapping at Ends,Wrapping at Inserts,Rebar Cover - Exterior Face,Rebar Cover - Interior Face
434089,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,0.40,,-11.60,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434095,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,0.40,,-11.60,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434448,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,0.40,,-0.20,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434468,None,OST_Furniture,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,0915mm Diameter,M_Table-Dining Round,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,0.40,,-0.20,,1.05 m²,0.10 m³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,228105,194108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231479,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231739,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232030,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232031,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232224,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232225,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232227,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232228,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232276,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232277,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232279,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232280,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232328,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232329,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232579,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232580,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 05 3kat,05 3kat,No,,None,New Construction,None,,,-8.75,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296524,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,,,-11.60,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434086,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,,,-11.60,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434420,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434467,None,OST_Furniture,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,1422 x 1981mm - Double,M_Bed-Shaker,Level : 02 zemin kat,02 zemin kat,No,,None,New Construction,None,,,-0.20,,4.79 m²,0.53 m³,,,,1.00,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233459,None,OST_Furniture,2134mm,2134mm,2134mm,2134mm,2134mm,M_Sofa-Pensi,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.74 m²,0.49 m³,,,,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234917,None,OST_Furniture,2134mm,2134mm,2134mm,2134mm,2134mm,M_Sofa-Pensi,Level : 03 1kat,03 1kat,No,,None,New Construction,None,,,-3.05,,4.74 m²,0.49 m³,,,,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235034,None,OST_Furniture,2134mm,2134mm,2134mm,2134mm,2134mm,M_Sofa-Pensi,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.74 m²,0.49 m³,,,,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235038,None,OST_Furniture,2134mm,2134mm,2134mm,2134mm,2134mm,M_Sofa-Pensi,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,,,-5.90,,4.74 m²,0.49 m³,,,,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234446,None,OST_Furniture,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,M_Credenza,Level : 03 1kat,03 1kat,No,,None,New Construction,None,0.73,,-3.05,,5.67 m²,0.40 m³,0.61,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10863,,,,,,,,,10862,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234918,None,OST_Furniture,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,M_Credenza,Level : 03 1kat,03 1kat,No,,None,New Construction,None,0.73,,-3.05,,5.67 m²,0.40 m³,0.61,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10863,,,,,,,,,10862,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235035,None,OST_Furniture,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,M_Credenza,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,0.73,,-5.90,,5.67 m²,0.40 m³,0.61,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10863,,,,,,,,,10862,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235039,None,OST_Furniture,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,1830 x 0610mm,M_Credenza,Level : 04 2 kat,04 2 kat,No,,None,New Construction,None,0.73,,-5.90,,5.67 m²,0.40 m³,0.61,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10863,,,,,,,,,10862,10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235517,None,OST_Furniture,-çatı sifonyer,-çatı sifonyer,-çatı sifonyer,-çatı sifonyer,-çatı sifonyer,M_Dresser,Level : 06 çatı kullanımı,06 çatı kullanımı,No,,None,New Construction,None,1.00,,-11.60,,3.99 m²,0.70 m³,0.61,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,226139,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551247,None,OST_Furniture,Table w 6 Seats,Table w 6 Seats,Table w 6 Seats,Table w 6 Seats,Table w 6 Seats,Table - Dining w chairs (2),Floor : Generic 150mm,02 zemin kat,No,0.00,None,New Construction,None,,,0.00,,3.37 m²,0.11 m³,,,,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,0.70,1.40,0.80,0.08,0.75,0.04,Yes,N,550156,204087,204087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
