,Family,Type,Base Constraint,Base Extension Distance,Base Offset,Base is Attached,Location Line,Related to Mass,Room Bounding,Top Constraint,Top Extension Distance,Top Offset,Top is Attached,Unconnected Height,Area,Length,Design Option,Category,Family and Type,Type Id,Phase Created,Phase Demolished,Enable Analytical Model,Structural,Structural Usage,Type Name,Family Name,Horizontal Profile Offset,Vertical Profile Offset,Volume,Angle,Rebar Cover,Profile,Material,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Height,Render Appearance,Render Appearance Properties,Tire Material,Elevation from Level,Default Elevation,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Type Comments,Instructions,Schedule Level,Diameter,Overall Length,Radius,Fire Rating,Complies To Buy American Act,Complies to NAFTA,Percentage of Recycled Content,MasterFormat Section Number,ADA Compliant,Copyright,Description,Industry Standards,Manufacturer,Material Note,Model,OmniClass Code,Technical Data,URL,Version,Warranty Information,Material and Finish,Installation Type,Depth,Width,Low Emitting Material,Buy American Act,MasterFormat Number,MasterFormat Title,Modeling Code,Accessory Material,Dimensional Limits,Total Depth,Total Height,Total Width,Frame Material,Reflective Material,Cabinet Material,Base Level,Column Location Mark,Column Style,Moves With Grids,Top Level,Structural Material,Base Connection,Top Connection,Ht,b,kr,t,A,Section Shape,Shape,W,Height Offset From Level,Perimeter,Absorptance,Roughness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Heat Transfer Coefficient (U),Thermal Mass,Thermal Resistance (R),Parking Length,Parking Width,pl,pw,Accesible Aisle,Mark,Mounting Height,Piping Material,Toilet - Bowl Material,Toilet - Seat Material,System Type,Flow Pressure,Cold Water Connection Diameter,Cold Water Connection Radius,Hot Water Connection Diameter,Hot Water Connection Radius,Waste Connection Diameter,Waste Connection Radius,Nominal Depth,Nominal Height,Nominal Width,Faucet,OmniClass,Product URL,Sink Material,CWFU,HWFU,WFU,CW Connection,HW Connection,Vent Connection,Waste Connection,Offset,Corner Mullion,Position,Thickness,Width on side 1,Width on side 2,Define Thermal Properties by,Bold,Italic,Text Font,Text Size,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Desired Stair Height,Actual Number of Risers,Actual Riser Height,Actual Tread Depth,Desired Number of Risers,Tread/Riser Start Number,Maximum Riser Height,Minimum Run Width,Minimum Tread Depth,Construction Method,Function,Landing Type,Run Type,Cut Mark Type,Left Lateral Offset,Left Support,Left Support Type,Middle Support,Middle Support Number,Middle Support Type,Right Lateral Offset,Right Support,Right Support Type,Offset Base,Offset Top,Spacing Axis 1,Spacing Axis 2,Base Offset From Level,Cutoff Level,Cutoff Offset,Fascia Depth,Maximum Ridge Height,Rafter Cut,Slope,Default Thickness,Elevation at Bottom,Elevation at Top,Span Direction,Display in Hidden Views,Frame Type,Hardware,Type Mark,Glazing Material,Handle Material,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Trim Width,Door Material,Trim Projection Ext.,Trim Projection Int.,Trim Width Ext.,Trim Width Int.,Analytic Construction,Construction Type Id,Solar Heat Gain Coefficient,Visual Light Transmittance,Default Sill Height,Window Inset,Glass Pane Material,Sash Material,Categorize as,Wrapping at Ends,Wrapping at Inserts,Center Mark Visible,Justification,Number,Automatically Embed,Curtain Panel,Join Condition,Adjust for Mullion Size,Layout,Spacing,Border 1 Type,Border 2 Type,Interior Type
216070,"Floor Slab - 4""","Floor Slab - 4""",,,,,,No,Yes,,,,,,12461 SF,,None,OST_Floors,"Floor Slab - 4""","Floor Slab - 4""",New Construction,None,No,No,,"Floor Slab - 4""",Floor,,,4153.55 CF,,,,,,Finished Floor,,,,,,,,,,B1010,Floor Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18939,,,,,,,,,,,"0' - 0""","463' - 11 3/16""",0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"0' - 4""","-0' - 4""","0' - 0""",0.00°,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191870,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,,,,,,,,,,,23 SF,,None,OST_Doors,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,New Construction,None,,,,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,0.99 CF,,,,,,Finished Floor,,,Storefront,"8' - 0""",,,,,,B2030100,Glazed Doors & Entrances,23.30.10.00,Doors,,,,,,,,,,,,,,,,,,,,,,,,,,,"2' - 10 3/4""",,,,,,,,,,,Alum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101A,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,18439,18953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191872,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,,,,,,,,,,,23 SF,,None,OST_Doors,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,New Construction,None,,,,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,0.99 CF,,,,,,Finished Floor,,,Storefront,"8' - 0""",,,,,,B2030100,Glazed Doors & Entrances,23.30.10.00,Doors,,,,,,,,,,,,,,,,,,,,,,,,,,,"2' - 10 3/4""",,,,,,,,,,,Alum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101B,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,18439,18953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191880,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,,,,,,,,,,,23 SF,,None,OST_Doors,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,New Construction,None,,,,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,0.99 CF,,,,,,Finished Floor,,,Storefront,"8' - 0""",,,,,,B2030100,Glazed Doors & Entrances,23.30.10.00,Doors,,,,,,,,,,,,,,,,,,,,,,,,,,,"2' - 10 3/4""",,,,,,,,,,,Alum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101C,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,18439,18953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191882,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,,,,,,,,,,,23 SF,,None,OST_Doors,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,New Construction,None,,,,Curtain Wall Sgl Glass,Curtain Wall Sgl Glass,,,0.99 CF,,,,,,Finished Floor,,,Storefront,"8' - 0""",,,,,,B2030100,Glazed Doors & Entrances,23.30.10.00,Doors,,,,,,,,,,,,,,,,,,,,,,,,,,,"2' - 10 3/4""",,,,,,,,,,,Alum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101D,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,18439,18953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184751,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,Exterior - Brick on Mtl. Stud,"7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
184978,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,Exterior - Brick on Mtl. Stud,"7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
188685,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
188718,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
189276,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
192384,"36"" x 84""","36"" x 84""",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84""","36"" x 84""",New Construction,None,,,,"36"" x 84""",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,Exterior - Brick on Mtl. Stud,"7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,--,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
191186,"72"" x 84""","72"" x 84""",,,,,,,,,,,,,58 SF,,None,OST_Doors,"72"" x 84""","72"" x 84""",New Construction,None,,,,"72"" x 84""",Double-Flush-Dbl Acting,,,7.85 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,20 Min.,,,,,,,,,,,,,,,,,,,,"6' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,21,,,"0' - 0""","7' - 0""",0,,,,34907,"0' - 1""","0' - 1""","0' - 3""","0' - 3""",,,,,,,,,,,,,,,,,,,,,,,
185484,"8' x 6'-6""","8' x 6'-6""",,,,,,,,,,,,,170 SF,,None,OST_Doors,"8' x 6'-6""","8' x 6'-6""",New Construction,None,,,,"8' x 6'-6""",OHD_WPADS_2491,,,47.68 CF,,,,None,,Finished Floor,,,Exterior - Brick on Mtl. Stud,"6' - 6""",,,,,,B2030410,Overhead Doors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8' - 0""",,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 1 1/2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,22,,,"3' - 6""","10' - 0""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189130,"36"" x 84"" 20Min","36"" x 84"" 20Min",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84"" 20Min","36"" x 84"" 20Min",New Construction,None,,,,"36"" x 84"" 20Min",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,20 Min.,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,23,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
189174,"36"" x 84"" 20Min","36"" x 84"" 20Min",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84"" 20Min","36"" x 84"" 20Min",New Construction,None,,,,"36"" x 84"" 20Min",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition (1-hr)","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,20 Min.,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,23,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
189307,"36"" x 84"" 20Min","36"" x 84"" 20Min",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84"" 20Min","36"" x 84"" 20Min",New Construction,None,,,,"36"" x 84"" 20Min",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,20 Min.,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,23,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
190346,"36"" x 84"" 20Min","36"" x 84"" 20Min",,,,,,,,,,,,,34 SF,,None,OST_Doors,"36"" x 84"" 20Min","36"" x 84"" 20Min",New Construction,None,,,,"36"" x 84"" 20Min",Single-Flush,,,4.23 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition (1-hr)","7' - 0""",,,,,,C1020,Interior Doors,23.30.10.00,Doors,,,,,,,20 Min.,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,34906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0' - 2""",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,23,,,"0' - 0""","7' - 0""",0,"0' - 1""","0' - 1""","0' - 3""",34907,,,,,,,,,,,,,,,,,,,,,,,,,,,
213744,"36"" x 48""","36"" x 48""",,,,,,,,,,,,,21 SF,,None,OST_Windows,"36"" x 48""","36"" x 48""",New Construction,None,,,,"36"" x 48""",Fixed,,,1.10 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","4' - 0""",,,,,,B2020100,Windows,23.30.20.17.11,Fixed Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496,,1.5394 (h·ft²·°F)/BTU,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"3' - 0""","7' - 0""",0,,,,,,,,,1/8 in Pilkington single glazing,GSP4R,0.78,0.9,"3' - 0""","0' - 0 3/4""",18439,36282,,,,,,,,,,,,,,,
213784,"36"" x 48""","36"" x 48""",,,,,,,,,,,,,21 SF,,None,OST_Windows,"36"" x 48""","36"" x 48""",New Construction,None,,,,"36"" x 48""",Fixed,,,1.10 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","4' - 0""",,,,,,B2020100,Windows,23.30.20.17.11,Fixed Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496,,1.5394 (h·ft²·°F)/BTU,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"3' - 0""","7' - 0""",0,,,,,,,,,1/8 in Pilkington single glazing,GSP4R,0.78,0.9,"3' - 0""","0' - 0 3/4""",18439,36282,,,,,,,,,,,,,,,
213829,"36"" x 48""","36"" x 48""",,,,,,,,,,,,,21 SF,,None,OST_Windows,"36"" x 48""","36"" x 48""",New Construction,None,,,,"36"" x 48""",Fixed,,,1.10 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","4' - 0""",,,,,,B2020100,Windows,23.30.20.17.11,Fixed Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496,,1.5394 (h·ft²·°F)/BTU,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"3' - 0""","7' - 0""",0,,,,,,,,,1/8 in Pilkington single glazing,GSP4R,0.78,0.9,"3' - 0""","0' - 0 3/4""",18439,36282,,,,,,,,,,,,,,,
213904,"36"" x 48""","36"" x 48""",,,,,,,,,,,,,21 SF,,None,OST_Windows,"36"" x 48""","36"" x 48""",New Construction,None,,,,"36"" x 48""",Fixed,,,1.10 CF,,,,,,Finished Floor,,,"Interior - 5 1/2"" Partition","4' - 0""",,,,,,B2020100,Windows,23.30.20.17.11,Fixed Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,"3' - 0""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496,,1.5394 (h·ft²·°F)/BTU,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"3' - 0""","7' - 0""",0,,,,,,,,,1/8 in Pilkington single glazing,GSP4R,0.78,0.9,"3' - 0""","0' - 0 3/4""",18439,36282,,,,,,,,,,,,,,,
146778,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",511 SF,"23' - 2 11/16""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,590.76 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
146844,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",1212 SF,"86' - 6""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,1400.68 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
146898,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",1489 SF,"103' - 8 3/8""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,1721.90 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
148023,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",2098 SF,"97' - 0 1/4""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,2425.51 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
148081,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",511 SF,"23' - 2 11/16""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,590.76 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
148624,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,Finished Floor,"0' - 0""","3' - 0""",No,1,No,Yes,None,"0' - 0""","0' - 0""",No,"22' - 0""",1656 SF,"78' - 8""",None,OST_Walls,Exterior - Brick on Mtl. Stud,Exterior - Brick on Mtl. Stud,New Construction,None,No,No,0,Exterior - Brick on Mtl. Stud,Basic Wall,,,1820.70 CF,,,,,,,,,,,,,,,,B2010158,Ext. Wall - Brick Veneer w/ Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1' - 1 7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,
