,Parent,Tag,ContainedInStructure,ObjectPlacement,Representation,ObjectType,GlobalId,OwnerHistory,Name,Description,ODAUniqueID,IsDefinedBy,NOI_UUID,ConnectedTo,HasAssociations,HasOpenings,ConnectedFrom,OverallWidth,Reference,OverallHeight,FillsVoids,Einheit,V9,V8,V7,V6,ShapeType,PredefinedType,Gewerk,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Flchenart_Wohnflche,CompositionType,Decomposes,Faktor_DIN277,SpaceTemperatureMax,SpaceTemperatureMin,Faktor,Ortscode_Geschobezeichnung,Faktor_Wohnflche_Raum,Flchenart_DIN277,Umschlieungsart
269343,1. Obergeschoss,,384987,269224,269227,,11c_BVGoz7$wqBLUdwVZDC,4,,,269343,"269371,269390",04dcbe4f-2226-11db-af45-0030057e0ab1--366,,269317,269538,,,11c_BVGoz7$wqBLUdwVZDC,,,m,,,,,,FLOOR,Betonarbeiten,,,,,,,,,,,,,,
367514,2. Obergeschoss,,385111,367411,367414,,2tccdkAvP42eEZxcM04aj6,4,,,367514,"367542,367557",6b89f2c7-223d-11db-af45-0030057e0ab1--370,,367488,367701,,,2tccdkAvP42eEZxcM04aj6,,,m,,,,,,FLOOR,,,,,,,,,,,,,,,
377765,Dachgeschoss,,385004,377662,377665,,111$3xXRjDTuPBsDfLueSp,4,,,377765,"377793,377808",1fa3f171-2244-11db-af45-0030057e0ab1--445,,377739,377952,,,111$3xXRjDTuPBsDfLueSp,,,m,,,,,,FLOOR,,,,,,,,,,,,,,,
81006,Kellergeschoss,,,80949,80952,,09e56J$4H6zxMl2fWCsdNw,4,001,,81006,"81027,81042,81077",b2a0e22a-2165-11db-af45-0030057e0ab1--41820,,,,,,09e56J$4H6zxMl2fWCsdNw,,,m,,,,,,,,INTERNAL,Besprechungsraum I,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,001,1.000000,,
81151,Kellergeschoss,,,81094,81097,,3La5N6Nqz9i808CLpWsGZT,4,002,,81151,"81172,81187,81222",b2a0e22a-2165-11db-af45-0030057e0ab1--41823,,,,,,3La5N6Nqz9i808CLpWsGZT,,,m,,,,,,,,INTERNAL,Besprechungsraum II,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,002,1.000000,,
81296,Kellergeschoss,,,81239,81242,,2WAd7u8obDzwoIOQeMk2E$,4,003,,81296,"81317,81332,81363",b2a0e22a-2165-11db-af45-0030057e0ab1--41824,,,,,,2WAd7u8obDzwoIOQeMk2E$,,,m,,,,,,,,INTERNAL,Technikraum I,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
81437,Kellergeschoss,,,81380,81383,,0yc8n1$PnChxsgUF2GYIDM,4,004,,81437,"81458,81473,81504",b2a0e22a-2165-11db-af45-0030057e0ab1--41822,,,,,,0yc8n1$PnChxsgUF2GYIDM,,,m,,,,,,,,INTERNAL,Technikraum II,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
81578,Kellergeschoss,,,81522,81525,,3yFFlg$gD6IR0ZGweJwcP3,4,006,,81578,"81599,81614,81646",b2a0e22a-2165-11db-af45-0030057e0ab1--41827,,,,,,3yFFlg$gD6IR0ZGweJwcP3,,,m,,,,,,,,INTERNAL,Seminarraum,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
81719,Kellergeschoss,,,81663,81666,,0Nh9WTK3T6WAJYoAvvyZ6T,4,007,,81719,"81740,81755,81787",b2a0e22a-2165-11db-af45-0030057e0ab1--41817,,,,,,0Nh9WTK3T6WAJYoAvvyZ6T,,,m,,,,,,,,INTERNAL,Technikraum IV,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
81860,Kellergeschoss,,,81804,81807,,3w0OSk5ebF9O4yUKlD7ZOC,4,014,,81860,"81881,81896,81928",b2a0e22a-2165-11db-af45-0030057e0ab1--41811,,,,,,3w0OSk5ebF9O4yUKlD7ZOC,,,m,,,,,,,,INTERNAL,Labor K5,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
82001,Kellergeschoss,,,81945,81948,,24qexqOKjDBOZgknDD4AAG,4,013,,82001,"82022,82038,82069",b2a0e22a-2165-11db-af45-0030057e0ab1--41815,,,,,,24qexqOKjDBOZgknDD4AAG,,,m,,,,,,,,INTERNAL,Labor K4,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
82142,Kellergeschoss,,,82086,82089,,13xmhGKBD05gOTLwJxmVjX,4,012,,82142,"82164,82179,82210",b2a0e22a-2165-11db-af45-0030057e0ab1--41814,,,,,,13xmhGKBD05gOTLwJxmVjX,,,m,,,,,,,,INTERNAL,Labor K3,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
82283,Kellergeschoss,,,82227,82230,,1oEW11DE52rwm9OVsIc01L,4,011,,82283,"82305,82320,82351",b2a0e22a-2165-11db-af45-0030057e0ab1--41813,,,,,,1oEW11DE52rwm9OVsIc01L,,,m,,,,,,,,INTERNAL,Labor K2,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
82425,Kellergeschoss,,,82368,82371,,3LXmlpL_P9J9sde0V$MunN,4,010,,82425,"82446,82461,82492",b2a0e22a-2165-11db-af45-0030057e0ab1--41816,,,,,,3LXmlpL_P9J9sde0V$MunN,,,m,,,,,,,,INTERNAL,Labor K1,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
82566,Kellergeschoss,,,82509,82512,,3G4adWkNbCK9rgLUbKmSaK,4,009,,82566,"82587,82602,82633",b2a0e22a-2165-11db-af45-0030057e0ab1--41819,,,,,,3G4adWkNbCK9rgLUbKmSaK,,,m,,,,,,,,INTERNAL,WC Damen,nan(snan),-1,ELEMENT,385055,1.000000,15.000000,15.000000,1.000000,,1.000000,,
82707,Kellergeschoss,,,82650,82653,,1fw6hZ4$PDY9OQyrh$tr9l,4,016,,82707,"82728,82743,82774",b2a0e22a-2165-11db-af45-0030057e0ab1--41826,,,,,,1fw6hZ4$PDY9OQyrh$tr9l,,,m,,,,,,,,INTERNAL,Flur Keller Treppe,nan(snan),-1,ELEMENT,385055,1.000000,15.000000,15.000000,1.000000,,1.000000,,
82848,Kellergeschoss,,,82791,82794,,3ovbX_6sr72A6E7QZHe8vR,4,015,,82848,"82869,82884,82915",b2a0e22a-2165-11db-af45-0030057e0ab1--41825,,,,,,3ovbX_6sr72A6E7QZHe8vR,,,m,,,,,,,,INTERNAL,Flur Keller :West,nan(snan),-1,ELEMENT,385055,1.000000,15.000000,15.000000,1.000000,,1.000000,,
82989,Kellergeschoss,,,82933,82936,,2OwNp3$x1BGAQY4jev7jGB,4,005,,82989,"83010,83025,83057",b2a0e22a-2165-11db-af45-0030057e0ab1--41821,,,,,,2OwNp3$x1BGAQY4jev7jGB,,,m,,,,,,,,INTERNAL,Technikraum III,nan(snan),-1,ELEMENT,385055,1.000000,20.000000,20.000000,1.000000,,1.000000,,
83130,Kellergeschoss,,,83074,83077,,2rkRYuYTD95BMLcAwzlk8I,4,008,,83130,"83151,83166,83198",b2a0e22a-2165-11db-af45-0030057e0ab1--41818,,,,,,2rkRYuYTD95BMLcAwzlk8I,,,m,,,,,,,,INTERNAL,WC Herren,nan(snan),-1,ELEMENT,385055,1.000000,15.000000,15.000000,1.000000,,1.000000,,
83271,Kellergeschoss,,,83215,83218,,0EiuHXilD6vuCYLtGmWhZg,4,017,,83271,"83292,83307,83339",b2a0e22a-2165-11db-af45-0030057e0ab1--41812,,,,,,0EiuHXilD6vuCYLtGmWhZg,,,m,,,,,,,,INTERNAL,Flur Keller Ost,nan(snan),-1,ELEMENT,385055,1.000000,15.000000,15.000000,1.000000,,1.000000,,
170918,Erdgeschoss,,,170862,170865,,3qwhVr1oX0cPVUt9kcnK_m,4,101,,170918,"170939,170954,170985",3d434e23-2215-11db-af45-0030057e0ab1--993640,,,,,,3qwhVr1oX0cPVUt9kcnK_m,,,m,,,,,,,,INTERNAL,Buero Meier,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
171059,Erdgeschoss,,,171003,171006,,0$p0GjDhX339fC6xq5zar7,4,102,,171059,"171080,171095,171127",3d434e23-2215-11db-af45-0030057e0ab1--993650,,,,,,0$p0GjDhX339fC6xq5zar7,,,m,,,,,,,,INTERNAL,Labor I,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
171200,Erdgeschoss,,,171144,171147,HNF 2,1sN5UGqCXAzRMPJLb76HK2,4,103,,171200,"171221,171236,171276",3d434e23-2215-11db-af45-0030057e0ab1--993649,,,,,,1sN5UGqCXAzRMPJLb76HK2,,,m,,,,,,,,INTERNAL,Labor II,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,N,a
171349,Erdgeschoss,,,171293,171296,,2Dp0ABVhj0L8ACSOP5T7Ui,4,104,,171349,"171370,171386,171417",3d434e23-2215-11db-af45-0030057e0ab1--993645,,,,,,2Dp0ABVhj0L8ACSOP5T7Ui,,,m,,,,,,,,INTERNAL,Buero Hausmeister,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
171490,Erdgeschoss,,,171434,171437,,3v7JyPSPz45AM1Q4vHwzt6,4,105,,171490,"171512,171527,171558",3d434e23-2215-11db-af45-0030057e0ab1--993655,,,,,,3v7JyPSPz45AM1Q4vHwzt6,,,m,,,,,,,,INTERNAL,Buero Studenten I,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
171632,Erdgeschoss,,,171575,171578,HNF 2,264VlJhUj1yBVj9vAWKG_m,4,106,,171632,"171653,171668,171707",3d434e23-2215-11db-af45-0030057e0ab1--993653,,,,,,264VlJhUj1yBVj9vAWKG_m,,,m,,,,,,,,INTERNAL,Buero Studenten II,nan(snan),3,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,N,a
171781,Erdgeschoss,,,171724,171727,,1j1FxTu6P8C9CX9iNWQIap,4,107,,171781,"171802,171817,171848",3d434e23-2215-11db-af45-0030057e0ab1--993639,,,,,,1j1FxTu6P8C9CX9iNWQIap,,,m,,,,,,,,INTERNAL,Buero Mayr,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
171922,Erdgeschoss,,,171865,171868,,1EKNFmn7r3nQAYriGrULOj,4,108,,171922,"171943,171958,171989",3d434e23-2215-11db-af45-0030057e0ab1--993644,,,,,,1EKNFmn7r3nQAYriGrULOj,,,m,,,,,,,,INTERNAL,Buero Meyr,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
172063,Erdgeschoss,,,172006,172009,,1OuhXX6RX83ACU3FAFQzeF,4,109,,172063,"172084,172099,172130",3d434e23-2215-11db-af45-0030057e0ab1--993643,,,,,,1OuhXX6RX83ACU3FAFQzeF,,,m,,,,,,,,INTERNAL,Buero Mayer,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
172204,Erdgeschoss,,,172148,172151,,1M$OQQpOn9uOjRDmlCRHEA,4,111,,172204,"172225,172240,172272",3d434e23-2215-11db-af45-0030057e0ab1--993642,,,,,,1M$OQQpOn9uOjRDmlCRHEA,,,m,,,,,,,,INTERNAL,Buero Maier,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
172345,Erdgeschoss,,,172289,172292,,3OiZtcWzXANhLqPLLWospC,4,112,,172345,"172366,172381,172413",3d434e23-2215-11db-af45-0030057e0ab1--993647,,,,,,3OiZtcWzXANhLqPLLWospC,,,m,,,,,,,,INTERNAL,WC Herren,nan(snan),-1,ELEMENT,384933,1.000000,15.000000,15.000000,1.000000,,1.000000,,
172486,Erdgeschoss,,,172430,172433,,3z$Lmaf9X5dQ6vu_ptPpe3,4,117,,172486,"172507,172522,172554",3d434e23-2215-11db-af45-0030057e0ab1--995647,,,,,,3z$Lmaf9X5dQ6vu_ptPpe3,,,m,,,,,,,,INTERNAL,Flur EG Eingang,nan(snan),-1,ELEMENT,384933,1.000000,15.000000,15.000000,1.000000,,1.000000,,
172627,Erdgeschoss,,,172571,172574,,3jjWWa7cr5hxUZHrWqlmXm,4,116,khh,172627,"172648,172664,172699",3d434e23-2215-11db-af45-0030057e0ab1--993651,,,,,,3jjWWa7cr5hxUZHrWqlmXm,,,m,,,,,,,,INTERNAL,Flur EG West,nan(snan),-1,ELEMENT,384933,1.000000,15.000000,15.000000,1.000000,116,1.000000,,
172772,Erdgeschoss,,,172716,172719,,3u65_TW6vEZeIuLtuEpzYW,4,113,,172772,"172794,172809,172840",3d434e23-2215-11db-af45-0030057e0ab1--993646,,,,,,3u65_TW6vEZeIuLtuEpzYW,,,m,,,,,,,,INTERNAL,WC Damen,nan(snan),-1,ELEMENT,384933,1.000000,15.000000,15.000000,1.000000,,1.000000,,
172914,Erdgeschoss,,,172857,172860,,1W0SMl02P3WBhOLYM8XpeT,4,114,,172914,"172935,172950,172981",3d434e23-2215-11db-af45-0030057e0ab1--993654,,,,,,1W0SMl02P3WBhOLYM8XpeT,,,m,,,,,,,,INTERNAL,Buero Studenten III,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
173055,Erdgeschoss,,,172998,173001,,3S$8kz_N10OgCF54S72RWv,4,115,,173055,"173076,173091,173122",3d434e23-2215-11db-af45-0030057e0ab1--993648,,,,,,3S$8kz_N10OgCF54S72RWv,,,m,,,,,,,,INTERNAL,Buero Obermeier,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
173196,Erdgeschoss,,,173139,173142,,1cBZnxOKP0bemEA_A9pa_B,4,118,,173196,"173217,173232,173263",3d434e23-2215-11db-af45-0030057e0ab1--993652,,,,,,1cBZnxOKP0bemEA_A9pa_B,,,m,,,,,,,,INTERNAL,Flur EG Ost,nan(snan),-1,ELEMENT,384933,1.000000,15.000000,15.000000,1.000000,,1.000000,,
173337,Erdgeschoss,,,173280,173283,,2hqXSeFK5BQvzMeqXg51ze,4,110,,173337,"173358,173373,173404",3d434e23-2215-11db-af45-0030057e0ab1--993641,,,,,,2hqXSeFK5BQvzMeqXg51ze,,,m,,,,,,,,INTERNAL,Buero Meyer,nan(snan),-1,ELEMENT,384933,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270024,1. Obergeschoss,,,269968,269971,,2tVLShckvCTOgFeXaOrRz0,4,201,,270024,"270045,270060,270092",04dcbe4f-2226-11db-af45-0030057e0ab1--39532,,,,,,2tVLShckvCTOgFeXaOrRz0,,,m,,,,,,,,INTERNAL,Buero Obermueller,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270165,1. Obergeschoss,,,270109,270112,,05nauh949BW9YtZ$I8XUSu,4,202,,270165,"270186,270202,270233",04dcbe4f-2226-11db-af45-0030057e0ab1--39536,,,,,,05nauh949BW9YtZ$I8XUSu,,,m,,,,,,,,INTERNAL,Buero Mueller VI + VII,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270306,1. Obergeschoss,,,270250,270253,,2EwiO4xBH9owU54JQSabqb,4,203,,270306,"270328,270343,270374",04dcbe4f-2226-11db-af45-0030057e0ab1--39535,,,,,,2EwiO4xBH9owU54JQSabqb,,,m,,,,,,,,INTERNAL,Buero Mueller VIII +IX,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270448,1. Obergeschoss,,,270391,270394,,1h9dj01CjC89ccA1Ofinfw,4,204,,270448,"270469,270484,270515",04dcbe4f-2226-11db-af45-0030057e0ab1--39534,,,,,,1h9dj01CjC89ccA1Ofinfw,,,m,,,,,,,,INTERNAL,Buero Oberschmitt,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270589,1. Obergeschoss,,,270532,270535,,36rXImdDz1sx3enOwBjk8u,4,205,,270589,"270610,270625,270656",04dcbe4f-2226-11db-af45-0030057e0ab1--39523,,,,,,36rXImdDz1sx3enOwBjk8u,,,m,,,,,,,,INTERNAL,Buero Schmitt II,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270730,1. Obergeschoss,,,270673,270676,,0ZhHpHw0fApgpMLBPQhVyt,4,206,,270730,"270751,270766,270797",04dcbe4f-2226-11db-af45-0030057e0ab1--39533,,,,,,0ZhHpHw0fApgpMLBPQhVyt,,,m,,,,,,,,INTERNAL,Buero IL Sekr.,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
270871,1. Obergeschoss,,,270814,270817,,0NaRDqwMfC2vPeWYyLpKSY,4,207,,270871,"270892,270907,270938",04dcbe4f-2226-11db-af45-0030057e0ab1--39539,,,,,,0NaRDqwMfC2vPeWYyLpKSY,,,m,,,,,,,,INTERNAL,Buero IL,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271012,1. Obergeschoss,,,270955,270959,,3TUfsL0Eb1c9HkmR7wuw$F,4,208,,271012,"271033,271048,271079",04dcbe4f-2226-11db-af45-0030057e0ab1--39520,,,,,,3TUfsL0Eb1c9HkmR7wuw$F,,,m,,,,,,,,INTERNAL,Buero Schmied II,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271153,1. Obergeschoss,,,271097,271100,,2HsclmBvP65hW467AaN$QH,4,209,,271153,"271174,271189,271221",04dcbe4f-2226-11db-af45-0030057e0ab1--39525,,,,,,2HsclmBvP65hW467AaN$QH,,,m,,,,,,,,INTERNAL,Buero Schmied I,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271294,1. Obergeschoss,,,271238,271241,,0$3WHd0pT3zP2IB8yo9C7q,4,210,,271294,"271315,271330,271362",04dcbe4f-2226-11db-af45-0030057e0ab1--39528,,,,,,0$3WHd0pT3zP2IB8yo9C7q,,,m,,,,,,,,INTERNAL,Buero Schmid,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271435,1. Obergeschoss,,,271379,271382,,1QhANRYaT3Vf0RiEyj439z,4,211,,271435,"271456,271472,271503",04dcbe4f-2226-11db-af45-0030057e0ab1--39529,,,,,,1QhANRYaT3Vf0RiEyj439z,,,m,,,,,,,,INTERNAL,Buero Schmidt,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271576,1. Obergeschoss,,,271520,271523,,2g2SvgHxTC58zq5Zxr$CiQ,4,212,,271576,"271598,271613,271644",04dcbe4f-2226-11db-af45-0030057e0ab1--39526,,,,,,2g2SvgHxTC58zq5Zxr$CiQ,,,m,,,,,,,,INTERNAL,Buero Schmitt I,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
271717,1. Obergeschoss,,,271661,271664,,0zJWY3hQnAyxrDt_1x5vCS,4,213,,271717,"271739,271754,271785",04dcbe4f-2226-11db-af45-0030057e0ab1--39530,,,,,,0zJWY3hQnAyxrDt_1x5vCS,,,m,,,,,,,,INTERNAL,WC Herren,nan(snan),-1,ELEMENT,384989,1.000000,15.000000,15.000000,1.000000,,1.000000,,
271859,1. Obergeschoss,,,271802,271805,,2kdABBzaPFegE4UczfevMK,4,221,,271859,"271880,271895,271926",04dcbe4f-2226-11db-af45-0030057e0ab1--39540,,,,,,2kdABBzaPFegE4UczfevMK,,,m,,,,,,,,INTERNAL,Flur 1.OG Treppe,nan(snan),-1,ELEMENT,384989,1.000000,15.000000,15.000000,1.000000,,1.000000,,
272000,1. Obergeschoss,,,271943,271946,,2WEkKwRU15puvIjVo1S947,4,214,,272000,"272021,272036,272067",04dcbe4f-2226-11db-af45-0030057e0ab1--39531,,,,,,2WEkKwRU15puvIjVo1S947,,,m,,,,,,,,INTERNAL,WC Damen,nan(snan),-1,ELEMENT,384989,1.000000,15.000000,15.000000,1.000000,,1.000000,,
272141,1. Obergeschoss,,,272084,272087,,29AQA3pcDFVOu9gJK8O0k9,4,215,,272141,"272162,272177,272208",04dcbe4f-2226-11db-af45-0030057e0ab1--39522,,,,,,29AQA3pcDFVOu9gJK8O0k9,,,m,,,,,,,,INTERNAL,Buero Mueller V,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
272282,1. Obergeschoss,,,272225,272228,,0J8Ld5dHr9Mfst32dzPdc_,4,216,,272282,"272303,272318,272349",04dcbe4f-2226-11db-af45-0030057e0ab1--39527,,,,,,0J8Ld5dHr9Mfst32dzPdc_,,,m,,,,,,,,INTERNAL,Buero Mueller IV,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
272423,1. Obergeschoss,,,272367,272370,,1YBQiZXhv3cvLyxIc1abzE,4,217,,272423,"272444,272459,272490",04dcbe4f-2226-11db-af45-0030057e0ab1--39524,,,,,,1YBQiZXhv3cvLyxIc1abzE,,,m,,,,,,,,INTERNAL,Buero Mueller III,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
272564,1. Obergeschoss,,,272508,272511,,2L4ZlI7KXFQxpWi1IIPHuZ,4,218,,272564,"272585,272600,272632",04dcbe4f-2226-11db-af45-0030057e0ab1--39521,,,,,,2L4ZlI7KXFQxpWi1IIPHuZ,,,m,,,,,,,,INTERNAL,Buero Mueller II,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
272705,1. Obergeschoss,,,272649,272652,,0u5deD6093RvthV0X83Lt1,4,219,,272705,"272726,272741,272773",04dcbe4f-2226-11db-af45-0030057e0ab1--39519,,,,,,0u5deD6093RvthV0X83Lt1,,,m,,,,,,,,INTERNAL,Buero Mueller I,nan(snan),-1,ELEMENT,384989,1.000000,20.000000,20.000000,1.000000,,1.000000,,
272846,1. Obergeschoss,,,272790,272793,,2Ig0JAx3L2wfB8VMKgzNhQ,4,220,,272846,"272867,272883,272914",04dcbe4f-2226-11db-af45-0030057e0ab1--39537,,,,,,2Ig0JAx3L2wfB8VMKgzNhQ,,,m,,,,,,,,INTERNAL,Flur 1.OG West,nan(snan),-1,ELEMENT,384989,1.000000,15.000000,15.000000,1.000000,,1.000000,,
272987,1. Obergeschoss,,,272931,272934,,2L7Y7CI1v9BwDgqhTCaZsR,4,222,,272987,"273009,273024,273055",04dcbe4f-2226-11db-af45-0030057e0ab1--39538,,,,,,2L7Y7CI1v9BwDgqhTCaZsR,,,m,,,,,,,,INTERNAL,Flur 1.OG Ost,nan(snan),-1,ELEMENT,384989,1.000000,15.000000,15.000000,1.000000,,1.000000,,
367774,2. Obergeschoss,,,367717,367720,,17B1Zy2WX6gBuHOkaHN5cV,4,301,,367774,"367795,367810,367841",6b89f2c7-223d-11db-af45-0030057e0ab1--39624,,,,,,17B1Zy2WX6gBuHOkaHN5cV,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
367915,2. Obergeschoss,,,367859,367862,,0FYMJE3bXCGwBmRFjDa2TG,4,302,,367915,"367936,367951,367983",6b89f2c7-223d-11db-af45-0030057e0ab1--39628,,,,,,0FYMJE3bXCGwBmRFjDa2TG,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368056,2. Obergeschoss,,,368000,368003,,0GBo8RD454$9Iacn7n6xmY,4,302,,368056,"368077,368092,368124",6b89f2c7-223d-11db-af45-0030057e0ab1--39625,,,,,,0GBo8RD454$9Iacn7n6xmY,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368197,2. Obergeschoss,,,368141,368144,,0SNM38V4vAR9yKpX2nEUJU,4,304,,368197,"368218,368233,368265",6b89f2c7-223d-11db-af45-0030057e0ab1--39626,,,,,,0SNM38V4vAR9yKpX2nEUJU,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368338,2. Obergeschoss,,,368282,368285,,0joqdl$iL9agpLp4nqDkwY,4,305,,368338,"368359,368375,368406",6b89f2c7-223d-11db-af45-0030057e0ab1--39627,,,,,,0joqdl$iL9agpLp4nqDkwY,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368479,2. Obergeschoss,,,368423,368426,,0J4yxqpyX809kKOMxeCWot,4,306,,368479,"368501,368516,368547",6b89f2c7-223d-11db-af45-0030057e0ab1--39629,,,,,,0J4yxqpyX809kKOMxeCWot,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368620,2. Obergeschoss,,,368564,368567,,1BvOz_vmP9ZwYC_HR2kJe8,4,307,,368620,"368642,368657,368688",6b89f2c7-223d-11db-af45-0030057e0ab1--39623,,,,,,1BvOz_vmP9ZwYC_HR2kJe8,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368762,2. Obergeschoss,,,368705,368708,,1D1NVdI0n1gvBBN70G0zqd,4,308,,368762,"368783,368798,368829",6b89f2c7-223d-11db-af45-0030057e0ab1--39612,,,,,,1D1NVdI0n1gvBBN70G0zqd,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
368903,2. Obergeschoss,,,368846,368849,,1EeakBa7XFj9nU5DMcSkDr,4,309,,368903,"368924,368939,368970",6b89f2c7-223d-11db-af45-0030057e0ab1--39618,,,,,,1EeakBa7XFj9nU5DMcSkDr,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
369044,2. Obergeschoss,,,368987,368990,,0TrYIigHnFfglxcNF9RjjF,4,310,,369044,"369065,369080,369111",6b89f2c7-223d-11db-af45-0030057e0ab1--39615,,,,,,0TrYIigHnFfglxcNF9RjjF,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
369185,2. Obergeschoss,,,369128,369131,,379B75dDn3FPwSxNG2FcQi,4,312,,369185,"369206,369221,369252",6b89f2c7-223d-11db-af45-0030057e0ab1--39617,,,,,,379B75dDn3FPwSxNG2FcQi,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
369326,2. Obergeschoss,,,369270,369273,,1fx$pU2YzA0eKVo3lAoWIk,4,313,,369326,"369347,369362,369394",6b89f2c7-223d-11db-af45-0030057e0ab1--39621,,,,,,1fx$pU2YzA0eKVo3lAoWIk,,,m,,,,,,,,INTERNAL,WC Herren,nan(snan),-1,ELEMENT,385113,1.000000,15.000000,15.000000,1.000000,,1.000000,,
