,Parent,Tag,ContainedInStructure,ObjectPlacement,Representation,ObjectType,GlobalId,OwnerHistory,Name,Description,ODAUniqueID,IsDefinedBy,NOI_UUID,ConnectedTo,HasAssociations,HasOpenings,ConnectedFrom,OverallWidth,Reference,OverallHeight,FillsVoids,Einheit,V9,V8,V7,V6,ShapeType,PredefinedType,Gewerk,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Flchenart_Wohnflche,CompositionType,Decomposes,Faktor_DIN277,SpaceTemperatureMax,SpaceTemperatureMin,Faktor,Ortscode_Geschobezeichnung,Faktor_Wohnflche_Raum,Flchenart_DIN277,Umschlieungsart
233375,1. Obergeschoss,,384987,233372,0,,0LG27K7WP91e7BoRkLeyT1,4, {FEN} 1.flgl.-D,,233375,"233409,233444,233476",04dcbe4f-2226-11db-af45-0030057e0ab1--2559,,233412,,,1000.000000,0LG27K7WP91e7BoRkLeyT1,1500.000000,233411,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
233614,1. Obergeschoss,,384987,233611,0,,3afFxtzdTDv9n7hQg7QPZJ,4, {FEN} 1.flgl.-D,,233614,"233648,233683,233715",04dcbe4f-2226-11db-af45-0030057e0ab1--2528,,233651,,,1000.000000,3afFxtzdTDv9n7hQg7QPZJ,1500.000000,233650,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
233853,1. Obergeschoss,,384987,233850,0,,3hrA0y99D1ORYUXa6rsg5p,4, {FEN} 1.flgl.-D,,233853,"233887,233922,233953",04dcbe4f-2226-11db-af45-0030057e0ab1--2497,,233890,,,1000.000000,3hrA0y99D1ORYUXa6rsg5p,1500.000000,233889,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
234091,1. Obergeschoss,,384987,234088,0,,19w4Gzn2vDQ9X6iPsPtya2,4, {FEN} 1.flgl.-D,,234091,"234126,234161,234192",04dcbe4f-2226-11db-af45-0030057e0ab1--2466,,234129,,,1000.000000,19w4Gzn2vDQ9X6iPsPtya2,1500.000000,234128,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
234330,1. Obergeschoss,,384987,234327,0,,2r7GfZKX51eBQV2KSmK4cq,4, {FEN} 1.flgl.-D,,234330,"234365,234400,234431",04dcbe4f-2226-11db-af45-0030057e0ab1--2435,,234368,,,1000.000000,2r7GfZKX51eBQV2KSmK4cq,1500.000000,234367,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
234569,1. Obergeschoss,,384987,234566,0,,2USAOQXZr96PcB44yRNCCE,4, {FEN} 1.flgl.-D,,234569,"234603,234639,234670",04dcbe4f-2226-11db-af45-0030057e0ab1--2404,,234607,,,1000.000000,2USAOQXZr96PcB44yRNCCE,1500.000000,234606,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
234808,1. Obergeschoss,,384987,234805,0,,13tC2rTJPBQ8dLeNsAuuhP,4, {FEN} 1.flgl.-D,,234808,"234842,234878,234909",04dcbe4f-2226-11db-af45-0030057e0ab1--2373,,234845,,,1000.000000,13tC2rTJPBQ8dLeNsAuuhP,1500.000000,234844,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
235047,1. Obergeschoss,,384987,235044,0,,08dDdfwPX8zREaX0EhtPEl,4, {FEN} 1.flgl.-D,,235047,"235081,235116,235148",04dcbe4f-2226-11db-af45-0030057e0ab1--2225,,235084,,,1000.000000,08dDdfwPX8zREaX0EhtPEl,1500.000000,235083,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
269849,1. Obergeschoss,,384987,269846,0,,2wUM4$Zg9CQeb6DTtjtL8$,4, {FEN} 1.flgl.-D,,269849,"269883,269918,269950",04dcbe4f-2226-11db-af45-0030057e0ab1--3900,,269886,,,1000.000000,2wUM4$Zg9CQeb6DTtjtL8$,1500.000000,269885,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
274830,2. Obergeschoss,,385111,274827,0,,3IwHvSnDX04RROl9S$Fiq8,4, {FEN} 1.flgl.-D,,274830,"274864,274899,274931",6b89f2c7-223d-11db-af45-0030057e0ab1--3075,,274867,,,1000.000000,3IwHvSnDX04RROl9S$Fiq8,1500.000000,274866,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
306756,2. Obergeschoss,,385111,306753,0,,0NmRbhIJT1NRlCH2V9yOiw,4, {FEN} 1.flgl.-D,,306756,"306790,306826,306857",6b89f2c7-223d-11db-af45-0030057e0ab1--3044,,306793,,,1000.000000,0NmRbhIJT1NRlCH2V9yOiw,1500.000000,306792,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
306995,2. Obergeschoss,,385111,306992,0,,16RN11GMP4wQVBB7NKgo$3,4, {FEN} 1.flgl.-D,,306995,"307029,307065,307096",6b89f2c7-223d-11db-af45-0030057e0ab1--3013,,307032,,,1000.000000,16RN11GMP4wQVBB7NKgo$3,1500.000000,307031,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
307234,2. Obergeschoss,,385111,307231,0,,2rsSUcfIXCyP12zxH3rJrJ,4, {FEN} 1.flgl.-D,,307234,"307268,307303,307335",6b89f2c7-223d-11db-af45-0030057e0ab1--2982,,307271,,,1000.000000,2rsSUcfIXCyP12zxH3rJrJ,1500.000000,307270,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
307473,2. Obergeschoss,,385111,307470,0,,29YbRHBePAFfUndMpiGUSS,4, {FEN} 1.flgl.-D,,307473,"307507,307542,307574",6b89f2c7-223d-11db-af45-0030057e0ab1--2951,,307510,,,1000.000000,29YbRHBePAFfUndMpiGUSS,1500.000000,307509,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
307712,2. Obergeschoss,,385111,307709,0,,1dkJfTslr55gu9Pi$fIGnP,4, {FEN} 1.flgl.-D,,307712,"307746,307781,307812",6b89f2c7-223d-11db-af45-0030057e0ab1--2920,,307749,,,1000.000000,1dkJfTslr55gu9Pi$fIGnP,1500.000000,307748,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
307951,2. Obergeschoss,,385111,307947,0,,1t08Xrkxj9svYhJi8MVIb0,4, {FEN} 1.flgl.-D,,307951,"307985,308020,308051",6b89f2c7-223d-11db-af45-0030057e0ab1--2889,,307988,,,1000.000000,1t08Xrkxj9svYhJi8MVIb0,1500.000000,307987,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
308189,2. Obergeschoss,,385111,308186,0,,1w8RJC8vP26Pstjd9vsaml,4, {FEN} 1.flgl.-D,,308189,"308224,308259,308290",6b89f2c7-223d-11db-af45-0030057e0ab1--2858,,308227,,,1000.000000,1w8RJC8vP26Pstjd9vsaml,1500.000000,308226,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
308428,2. Obergeschoss,,385111,308425,0,,3LgQnfsSfBof7O4ZJwoCt7,4, {FEN} 1.flgl.-D,,308428,"308463,308498,308529",6b89f2c7-223d-11db-af45-0030057e0ab1--2827,,308466,,,1000.000000,3LgQnfsSfBof7O4ZJwoCt7,1500.000000,308465,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
308667,2. Obergeschoss,,385111,308664,0,,2oxUFIwmbDyQywVUVPW2Ao,4, {FEN} 1.flgl.-D,,308667,"308701,308737,308768",6b89f2c7-223d-11db-af45-0030057e0ab1--2796,,308704,,,1000.000000,2oxUFIwmbDyQywVUVPW2Ao,1500.000000,308703,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
308906,2. Obergeschoss,,385111,308903,0,,1spQmIvGbEghxLIAH96UPN,4, {FEN} 1.flgl.-D,,308906,"308940,308976,309007",6b89f2c7-223d-11db-af45-0030057e0ab1--2765,,308943,,,1000.000000,1spQmIvGbEghxLIAH96UPN,1500.000000,308942,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
309145,2. Obergeschoss,,385111,309142,0,,3gS_ICnMz0ZAbey1$$26jK,4, {FEN} 1.flgl.-D,,309145,"309179,309214,309246",6b89f2c7-223d-11db-af45-0030057e0ab1--2734,,309182,,,1000.000000,3gS_ICnMz0ZAbey1$$26jK,1500.000000,309181,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
309384,2. Obergeschoss,,385111,309381,0,,2ygRswHZn9nuUHR7uxy993,4, {FEN} 1.flgl.-D,,309384,"309418,309453,309484",6b89f2c7-223d-11db-af45-0030057e0ab1--2703,,309421,,,1000.000000,2ygRswHZn9nuUHR7uxy993,1500.000000,309420,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
309789,2. Obergeschoss,,385111,309786,0,,3$_l8q3wb5B9egCsclh7Tp,4, {FEN} 1.flgl.-D,,309789,"309823,309858,309890",6b89f2c7-223d-11db-af45-0030057e0ab1--3501,,309826,,,1000.000000,3$_l8q3wb5B9egCsclh7Tp,1500.000000,309825,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
310028,2. Obergeschoss,,385111,310025,0,,2oG_Ub3jnFAO8W$NGivDtk,4, {FEN} 1.flgl.-D,,310028,"310062,310097,310129",6b89f2c7-223d-11db-af45-0030057e0ab1--3416,,310065,,,1000.000000,2oG_Ub3jnFAO8W$NGivDtk,1500.000000,310064,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
310267,2. Obergeschoss,,385111,310264,0,,0yjUYH_mP2zu8NxYjIO_zg,4, {FEN} 1.flgl.-D,,310267,"310301,310336,310367",6b89f2c7-223d-11db-af45-0030057e0ab1--3385,,310304,,,1000.000000,0yjUYH_mP2zu8NxYjIO_zg,1500.000000,310303,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
310505,2. Obergeschoss,,385111,310502,0,,0oR18pJ0D7pB8ysUvOhV3H,4, {FEN} 1.flgl.-D,,310505,"310540,310575,310606",6b89f2c7-223d-11db-af45-0030057e0ab1--3354,,310543,,,1000.000000,0oR18pJ0D7pB8ysUvOhV3H,1500.000000,310542,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
310744,2. Obergeschoss,,385111,310741,0,,0_dfzfUbnB686JvL7mrU1B,4, {FEN} 1.flgl.-D,,310744,"310779,310814,310845",6b89f2c7-223d-11db-af45-0030057e0ab1--3323,,310782,,,1000.000000,0_dfzfUbnB686JvL7mrU1B,1500.000000,310781,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
310983,2. Obergeschoss,,385111,310980,0,,2r49Mykyj8iw6YlzrgHk2y,4, {FEN} 1.flgl.-D,,310983,"311017,311053,311084",6b89f2c7-223d-11db-af45-0030057e0ab1--3292,,311020,,,1000.000000,2r49Mykyj8iw6YlzrgHk2y,1500.000000,311019,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
311222,2. Obergeschoss,,385111,311219,0,,0Q7uKIDdb0JRRbV90ULsAH,4, {FEN} 1.flgl.-D,,311222,"311256,311292,311323",6b89f2c7-223d-11db-af45-0030057e0ab1--3261,,311259,,,1000.000000,0Q7uKIDdb0JRRbV90ULsAH,1500.000000,311258,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
311461,2. Obergeschoss,,385111,311458,0,,00li7a8Y1BTRzZAkoW5C_d,4, {FEN} 1.flgl.-D,,311461,"311495,311530,311562",6b89f2c7-223d-11db-af45-0030057e0ab1--3230,,311498,,,1000.000000,00li7a8Y1BTRzZAkoW5C_d,1500.000000,311497,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
311700,2. Obergeschoss,,385111,311697,0,,206WgY0VzB7RY1qIm28X8F,4, {FEN} 1.flgl.-D,,311700,"311734,311769,311801",6b89f2c7-223d-11db-af45-0030057e0ab1--3199,,311737,,,1000.000000,206WgY0VzB7RY1qIm28X8F,1500.000000,311736,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
311939,2. Obergeschoss,,385111,311936,0,,0OrOgbQnP4x9gw6NGr3sAC,4, {FEN} 1.flgl.-D,,311939,"311973,312008,312039",6b89f2c7-223d-11db-af45-0030057e0ab1--3168,,311976,,,1000.000000,0OrOgbQnP4x9gw6NGr3sAC,1500.000000,311975,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
312178,2. Obergeschoss,,385111,312175,0,,1PG3klE51CThnFzhUmQy$q,4, {FEN} 1.flgl.-D,,312178,"312212,312247,312278",6b89f2c7-223d-11db-af45-0030057e0ab1--3137,,312215,,,1000.000000,1PG3klE51CThnFzhUmQy$q,1500.000000,312214,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
312416,2. Obergeschoss,,385111,312413,0,,3B5z7BxlLEkPNw20_o67rR,4, {FEN} 1.flgl.-D,,312416,"312451,312486,312517",6b89f2c7-223d-11db-af45-0030057e0ab1--3106,,312454,,,1000.000000,3B5z7BxlLEkPNw20_o67rR,1500.000000,312453,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
313986,2. Obergeschoss,,385111,313983,0,,0MRHUNBznFXvGFuVRWbiNc,4, {FEN} 1.flgl.-D,,313986,"314020,314055,314086",6b89f2c7-223d-11db-af45-0030057e0ab1--3532,,314023,,,1000.000000,0MRHUNBznFXvGFuVRWbiNc,1500.000000,314022,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
328823,2. Obergeschoss,,385111,328820,0,,1gQJWkPE1CAujaMQSWtyR7,4, {FEN} 1.flgl.-D,,328823,"328857,328892,328923",6b89f2c7-223d-11db-af45-0030057e0ab1--4430,,328860,,,1000.000000,1gQJWkPE1CAujaMQSWtyR7,1500.000000,328859,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
329061,2. Obergeschoss,,385111,329058,0,,2heXRoiBj23veQFM70FIC9,4, {FEN} 1.flgl.-D,,329061,"329096,329131,329162",6b89f2c7-223d-11db-af45-0030057e0ab1--4399,,329099,,,1000.000000,2heXRoiBj23veQFM70FIC9,1500.000000,329098,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
329300,2. Obergeschoss,,385111,329297,0,,0sBhQlF6190xWktTdcElzZ,4, {FEN} 1.flgl.-D,,329300,"329335,329370,329401",6b89f2c7-223d-11db-af45-0030057e0ab1--4368,,329338,,,1000.000000,0sBhQlF6190xWktTdcElzZ,1500.000000,329337,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
329539,2. Obergeschoss,,385111,329536,0,,0hkmAHsc57IPtEJPpWBXr1,4, {FEN} 1.flgl.-D,,329539,"329573,329609,329640",6b89f2c7-223d-11db-af45-0030057e0ab1--4337,,329576,,,1000.000000,0hkmAHsc57IPtEJPpWBXr1,1500.000000,329575,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
329778,2. Obergeschoss,,385111,329775,0,,1GAQHEdWHBGurTvNbk3dsH,4, {FEN} 1.flgl.-D,,329778,"329812,329848,329879",6b89f2c7-223d-11db-af45-0030057e0ab1--4306,,329815,,,1000.000000,1GAQHEdWHBGurTvNbk3dsH,1500.000000,329814,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
330017,2. Obergeschoss,,385111,330014,0,,2dV8SEomPF0Qr7Id2fZ14y,4, {FEN} 1.flgl.-D,,330017,"330051,330086,330118",6b89f2c7-223d-11db-af45-0030057e0ab1--4275,,330054,,,1000.000000,2dV8SEomPF0Qr7Id2fZ14y,1500.000000,330053,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
330256,2. Obergeschoss,,385111,330253,0,,2FMlkMF9TDWxRHBfdvn1Oi,4, {FEN} 1.flgl.-D,,330256,"330290,330325,330357",6b89f2c7-223d-11db-af45-0030057e0ab1--4244,,330293,,,1000.000000,2FMlkMF9TDWxRHBfdvn1Oi,1500.000000,330292,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
330495,2. Obergeschoss,,385111,330492,0,,3tmSKLKZH9P8k9JUgO3Qj0,4, {FEN} 1.flgl.-D,,330495,"330529,330564,330595",6b89f2c7-223d-11db-af45-0030057e0ab1--3594,,330532,,,1000.000000,3tmSKLKZH9P8k9JUgO3Qj0,1500.000000,330531,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
330734,2. Obergeschoss,,385111,330730,0,,2Ll53EAv90HRt7WuwjAewh,4, {FEN} 1.flgl.-D,,330734,"330768,330803,330834",6b89f2c7-223d-11db-af45-0030057e0ab1--3625,,330771,,,1000.000000,2Ll53EAv90HRt7WuwjAewh,1500.000000,330770,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
330972,2. Obergeschoss,,385111,330969,0,,0ukMlzDQj3Lhg4nkcy1AN1,4, {FEN} 1.flgl.-D,,330972,"331007,331042,331073",6b89f2c7-223d-11db-af45-0030057e0ab1--3656,,331010,,,1000.000000,0ukMlzDQj3Lhg4nkcy1AN1,1500.000000,331009,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
331211,2. Obergeschoss,,385111,331208,0,,0cHHbnghvBKA9Pq6z0QRYV,4, {FEN} 1.flgl.-D,,331211,"331246,331281,331312",6b89f2c7-223d-11db-af45-0030057e0ab1--3687,,331249,,,1000.000000,0cHHbnghvBKA9Pq6z0QRYV,1500.000000,331248,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
331450,2. Obergeschoss,,385111,331447,0,,1O7PD5gSXEXh651lnCB6v$,4, {FEN} 1.flgl.-D,,331450,"331484,331520,331551",6b89f2c7-223d-11db-af45-0030057e0ab1--3718,,331487,,,1000.000000,1O7PD5gSXEXh651lnCB6v$,1500.000000,331486,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
331689,2. Obergeschoss,,385111,331686,0,,26RSeIsjT84O3lxBBSW6Mu,4, {FEN} 1.flgl.-D,,331689,"331723,331759,331790",6b89f2c7-223d-11db-af45-0030057e0ab1--3749,,331726,,,1000.000000,26RSeIsjT84O3lxBBSW6Mu,1500.000000,331725,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
331928,2. Obergeschoss,,385111,331925,0,,2_VPDhpwT66BYpbuOOMSBZ,4, {FEN} 1.flgl.-D,,331928,"331962,331997,332029",6b89f2c7-223d-11db-af45-0030057e0ab1--3780,,331965,,,1000.000000,2_VPDhpwT66BYpbuOOMSBZ,1500.000000,331964,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
332167,2. Obergeschoss,,385111,332164,0,,1qTWF1sQXBY9T71M0HNb60,4, {FEN} 1.flgl.-D,,332167,"332201,332236,332267",6b89f2c7-223d-11db-af45-0030057e0ab1--3811,,332204,,,1000.000000,1qTWF1sQXBY9T71M0HNb60,1500.000000,332203,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
332406,2. Obergeschoss,,385111,332403,0,,2IZpDg0zDBa8IEB2Mh$0Ce,4, {FEN} 1.flgl.-D,,332406,"332440,332475,332506",6b89f2c7-223d-11db-af45-0030057e0ab1--3842,,332443,,,1000.000000,2IZpDg0zDBa8IEB2Mh$0Ce,1500.000000,332442,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
332644,2. Obergeschoss,,385111,332641,0,,1j1Ah6jzLDPQBYkAuy4axn,4, {FEN} 1.flgl.-D,,332644,"332679,332714,332745",6b89f2c7-223d-11db-af45-0030057e0ab1--3873,,332682,,,1000.000000,1j1Ah6jzLDPQBYkAuy4axn,1500.000000,332681,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
332883,2. Obergeschoss,,385111,332880,0,,0YFjY_B11BzfCc$pV1bkm8,4, {FEN} 1.flgl.-D,,332883,"332918,332953,332984",6b89f2c7-223d-11db-af45-0030057e0ab1--3907,,332921,,,1000.000000,0YFjY_B11BzfCc$pV1bkm8,1500.000000,332920,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
333122,2. Obergeschoss,,385111,333119,0,,1SSQnzqXrETPfmuS_Mz7ZY,4, {FEN} 1.flgl.-D,,333122,"333156,333192,333223",6b89f2c7-223d-11db-af45-0030057e0ab1--3938,,333159,,,1000.000000,1SSQnzqXrETPfmuS_Mz7ZY,1500.000000,333158,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
333361,2. Obergeschoss,,385111,333358,0,,1PbZVv7WP2AQ2iqg0gOVW1,4, {FEN} 1.flgl.-D,,333361,"333395,333431,333462",6b89f2c7-223d-11db-af45-0030057e0ab1--3969,,333398,,,1000.000000,1PbZVv7WP2AQ2iqg0gOVW1,1500.000000,333397,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
333600,2. Obergeschoss,,385111,333597,0,,1hXdsnZ5b3YvKDKkLfoBmu,4, {FEN} 1.flgl.-D,,333600,"333634,333669,333701",6b89f2c7-223d-11db-af45-0030057e0ab1--4000,,333637,,,1000.000000,1hXdsnZ5b3YvKDKkLfoBmu,1500.000000,333636,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
333839,2. Obergeschoss,,385111,333836,0,,0Th3V$WN17HBtojoIY_bbO,4, {FEN} 1.flgl.-D,,333839,"333873,333908,333940",6b89f2c7-223d-11db-af45-0030057e0ab1--4031,,333876,,,1000.000000,0Th3V$WN17HBtojoIY_bbO,1500.000000,333875,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
334078,2. Obergeschoss,,385111,334075,0,,2RAT2t00T08eppUHaOm2Hc,4, {FEN} 1.flgl.-D,,334078,"334112,334147,334178",6b89f2c7-223d-11db-af45-0030057e0ab1--4062,,334115,,,1000.000000,2RAT2t00T08eppUHaOm2Hc,1500.000000,334114,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
334316,2. Obergeschoss,,385111,334313,0,,0FRDiamDT759UL$VLNlobc,4, {FEN} 1.flgl.-D,,334316,"334351,334386,334417",6b89f2c7-223d-11db-af45-0030057e0ab1--4093,,334354,,,1000.000000,0FRDiamDT759UL$VLNlobc,1500.000000,334353,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
334555,2. Obergeschoss,,385111,334552,0,,2_HtYArMXA68xFtjmD1M3J,4, {FEN} 1.flgl.-D,,334555,"334590,334625,334656",6b89f2c7-223d-11db-af45-0030057e0ab1--4124,,334593,,,1000.000000,2_HtYArMXA68xFtjmD1M3J,1500.000000,334592,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
334794,2. Obergeschoss,,385111,334791,0,,0ZtK1jcmH97A53JByNdk$Q,4, {FEN} 1.flgl.-D,,334794,"334828,334864,334895",6b89f2c7-223d-11db-af45-0030057e0ab1--4155,,334832,,,1000.000000,0ZtK1jcmH97A53JByNdk$Q,1500.000000,334831,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
335033,2. Obergeschoss,,385111,335030,0,,3HbpcO_LrFP8lse07bl1gH,4, {FEN} 1.flgl.-D,,335033,"335067,335103,335134",6b89f2c7-223d-11db-af45-0030057e0ab1--4213,,335070,,,1000.000000,3HbpcO_LrFP8lse07bl1gH,1500.000000,335069,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
335272,2. Obergeschoss,,385111,335269,0,,0q25s6CBTF9PE8EpFvWe8R,4, {FEN} 1.flgl.-D,,335272,"335306,335342,335373",6b89f2c7-223d-11db-af45-0030057e0ab1--3563,,335309,,,1000.000000,0q25s6CBTF9PE8EpFvWe8R,1500.000000,335308,St,0.000000,0.000000,13.600000,6.800000,,,,,,,,,,,,,,,,,
7443,Kellergeschoss,,385053,5623,7439,,3gjkjo0QT3fedHMDalZPZZ,4," {TUER} 1 flgl., Umfz., offen",,7443,"7469,7504,7536",b2a0e22a-2165-11db-af45-0030057e0ab1--39478,,7472,,,1000.000000,3gjkjo0QT3fedHMDalZPZZ,2100.000000,7471,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
9481,Kellergeschoss,,385053,7671,9477,,3LQTVXCs924upgTU3rMdht,4," {TUER} 1 flgl., Umfz., offen",,9481,"9507,9542,9573",b2a0e22a-2165-11db-af45-0030057e0ab1--39470,,9510,,,1000.000000,3LQTVXCs924upgTU3rMdht,2100.000000,9509,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
11519,Kellergeschoss,,385053,9708,11515,,3IDYuairPCCeMWhMkLbQcU,4," {TUER} 1 flgl., Umfz., offen",,11519,"11545,11580,11611",b2a0e22a-2165-11db-af45-0030057e0ab1--39462,,11548,,,1000.000000,3IDYuairPCCeMWhMkLbQcU,2100.000000,11547,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
13557,Kellergeschoss,,385053,11746,13553,,146FSU0SbAcPWHYzO7yfaa,4," {TUER} 1 flgl., Umfz., offen",,13557,"13583,13618,13649",b2a0e22a-2165-11db-af45-0030057e0ab1--39454,,13586,,,1000.000000,146FSU0SbAcPWHYzO7yfaa,2100.000000,13585,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
15594,Kellergeschoss,,385053,13784,15590,,0daFQVD5PFswX4zmiAF9$w,4," {TUER} 1 flgl., Umfz., offen",,15594,"15621,15656,15687",b2a0e22a-2165-11db-af45-0030057e0ab1--39446,,15624,,,1000.000000,0daFQVD5PFswX4zmiAF9$w,2100.000000,15623,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
18878,Kellergeschoss,,385053,15989,18874,,1AMKEI1AvDOuK$TwkT8e4c,4," {TUER} 2 flgl., Umfz., offen",,18878,"18904,18940,18971",b2a0e22a-2165-11db-af45-0030057e0ab1--39221,,18907,,,1800.000000,1AMKEI1AvDOuK$TwkT8e4c,2100.000000,18906,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
22162,Kellergeschoss,,385053,19272,22158,,1UbApxa_DDZBSUR_Qareat,4," {TUER} 2 flgl., Umfz., offen",,22162,"22188,22223,22255",b2a0e22a-2165-11db-af45-0030057e0ab1--39270,,22191,,,1800.000000,1UbApxa_DDZBSUR_Qareat,2100.000000,22190,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
24532,Kellergeschoss,,385053,22722,24528,,2WI9B$hdL85xqQDaI4fNOw,4," {TUER} 1 flgl., Umfz., offen",,24532,"24559,24594,24625",b2a0e22a-2165-11db-af45-0030057e0ab1--39423,,24562,,,1000.000000,2WI9B$hdL85xqQDaI4fNOw,2100.000000,24561,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
26570,Kellergeschoss,,385053,24760,26566,,03Pwoz5$DFsg0jTdpftR1i,4," {TUER} 1 flgl., Umfz., offen",,26570,"26596,26632,26663",b2a0e22a-2165-11db-af45-0030057e0ab1--39415,,26599,,,1000.000000,03Pwoz5$DFsg0jTdpftR1i,2100.000000,26598,St,0.000000,0.000000,6.000000,6.000000,,,,,,,,,,,,,,,,,
